text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
máy đẹp shop máy đúng như shop quảng_cáo chức_năng chạy mượt cảm_ứng nhạy chụp hình phim sắt nét lướt web game oke shop giao hàng đúng như shop mô_tả ủng_hộ shop đơn hàng shop 5,1,1,1,0,0,0,0,0,0
chưa thử máy zin shop giao hàng nhanh hài_lòng,0,0,0,1,0,1,0,0,0
máy bóc niêm_phong mua mẹ công_nghệ mẹ chưa quen 🤣 mua samsung a21s,0,0,0,0,0,1,0,0,0
máy nguyên đai nguyên kiện hài_lòng ủng_hộ shop,0,0,0,0,0,1,0,0,0
đẹp shop đúng hàng hãng cấu_hình mạnh game lướt web phim đều chạy mượt camera đều sắt nét hài_lòng sản_phẩm shop giao hàng đúng như quảng_cáo giới_thiệu shop người_thân bình_chọn shop 5,1,0,1,0,0,1,0,0,0
"máy 1 24 test máy cảm_nhận ok pin hơi yếu chế_độ tiết_kiệm pin tầm giá 699k bbz10 tuyệt_vời "" cùi bắp "" tầm kỹ mua thanks shop",0,0,0,0,0,0,0,0,0
đóng_gói sản_phẩm chắc_chắn nhanh,0,0,0,1,0,0,0,0,0
thiện_cảm shop hàng tét máy một tuần ưng_ý chưa lỗi máy đẹp shop giao đúng máy quốc_tế giá shop nhiệt_tình chắc_chắn ủng_hộ shop chúc shop lớn_mạnh thành_công,0,0,0,0,0,0,1,0,0
tuyệt_vời máy đẹp 99 % tư_vấn nhiệt_tình mua 2 máy mua,0,1,0,0,0,0,1,0,0
máy đẹp check pin báo sạc 1 @ @ mua máy tốt ipad,0,1,0,0,0,0,0,0,0
shop tốt sản_phẩm tốt,0,0,0,0,0,0,0,0,1
hộp hàng vỡ hộp gói bầm dập hộp máy nguyên chưa sản_phẩm,0,0,0,1,0,0,0,0,0
shop uy_tín giao hàng đúng sản_phẩm đẹp chất_lượng hàng test đúng như shop mô_tả niềm shop shop giao hàng đúng như quảng_cáo bình_chọn shop 5,0,1,0,1,0,0,1,0,0
tốt sop hàng chất_lượng nhanh tróng,0,0,0,0,0,0,0,0,1
máy mượt lắm pin ổn chủ shop dễ_thương nhiệt_tình chu_đáo chiều shop máy đẹp cài_đặt sẵn phần_mềm hài_lòng mom mua bé học_tập giải_trí shop tin_cậy mua,1,1,1,0,0,0,1,0,0
săn giá rẻ không chê giá tầm giá 13 triệu oke rẻ,0,0,0,0,1,0,0,0,0
tuyệt chất_lượng tốt đúng như shop quảng_bá hoàn_thiện chi_tiết shop uy_tín giao hàng đúng hẹn sản_phẩm đẹp không chê hài_lòng lắm giới_thiệu bạn_bè người_thân ủng_hộ shop,0,1,0,1,0,0,1,0,0
hàng đẹp ổn nha,0,1,0,0,0,0,0,0,0
sản_phẩm tốt mượt nhanh shop hướng_dẫn up tiếng việt không ?,0,0,1,0,0,0,0,0,0
vỏ lởm kênh hở ọp_ẹp,0,1,0,0,0,0,0,0,0
máy đẹp shop cầm sản_phẩm bề_ngoài máy mới_tinh test ứng_dụng hoạt_động ổn_định màu_sắc rực_rỡ cảm_ứng lướt êm_ái camera chụp ảnh nét hài_lòng sản_phẩm shop giao hàng uy_tín đúng hẹn chất_lượng đúng như quảng_cáo 5,1,1,1,1,0,0,0,0,0
ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok,0,0,0,0,0,0,0,0,0
sản_phẩm nguyên seal chất_lượng,0,0,0,0,0,1,0,0,0
mua online run vãi bắt đủ tiền bóc hộp video bó hộp sợ ta cục hàng đẹp ae yên_tâm shop rẻ uy_tín tuần shop cài tiếng việt không !,0,1,0,0,1,0,0,0,0
đẹp shop giao hàng đúng hẹn sản_phẩm đóng_gói gọn_gàng chắc_chắn chất_lượng tốt test chức_năng ổn_định màn_hình cảm_ứng nhạy sắc nét camera đều tuyệt_vời ứng_dụng hoạt_động chuẩn mạng game lướt web mượt_mà vừa_ý hài_lòng sản ơn shop,1,1,1,1,0,0,0,0,0
shop gói hàng kĩ sản_phẩm nguyên seal đủ phụ_kiện đẹp đợt giảm_giá đặt_hàng dùm,0,1,0,1,0,1,0,1,0
shop dễ_thương uy_tín hàng chất_lượng chuẩn test đúng hàng hãng chi tự_tin mua hàng shop 5 *,0,0,0,0,0,1,1,0,0
máy đẹp ok gói chắc_chắn mua giá sale hời,0,1,0,1,1,0,0,0,0
máy đẹp hình_thức sang_trọng chức_năng hoàn_thiện test sản_phẩm không lỗi đồng_tiền bát gạo shop uy_tín giao hàng đúng như quảng_cáo nhân_viên shop nhiệt_tình vui_vẻ tâm khách_hàng chế_độ hậu_mãi rõ_ràng an_tâm sản_phẩm shop,0,1,0,0,1,0,1,0,0
shop đóng_gói hàng giao hàng nhanh điện_thoại hãng vmart bảo_hành như sản_phẩm tốt không,0,0,0,1,0,0,0,0,0
giao hàng nhanh shop khách_hàng nhiệt_tình,0,0,0,1,0,0,1,0,0
sản_phẩm oke ngon tốt chs game mượt_mà pin không chai mấy tóm ngon tầm giá shiper shop thân_thiện,1,0,1,1,0,0,1,0,0
máy tốt 😀 ko xước cạnh nhiệt_tình 😘 5 ⭐,0,1,0,0,0,0,1,0,0
hàng đẹp chất_lượng ok giá rẻ đồng_tiền bát gạo nha mn nhu_cầu mua hàng shop ủng_hộ shop 5,0,1,0,0,1,0,0,0,0
kiễm tra máy đúng hãng oppo nghe gọi sóng_sánh ful chụp hình sắc nét cảm_ứng mượt màn_hình đẹp phụ_kiện củ_cáp tai_nghe thái_độ phục_vụ tốt duyệt 5,1,0,1,0,0,1,1,1,0
poco x3 hoàn_hảo tầm giá tốt loa kép nghe camera lồi ngầu không đẹp,1,1,1,0,0,0,0,0,0
chất_lượng tương_xứng giá_thành túi_tiền ủng_hộ hàng việt_nam chất_lượng lứa học_sinh sinh_viên,0,0,0,0,1,0,0,0,0
san pham minh thich nhumg hoi nho va khong biet ten hang la gi ko dung lenovo ma minh ao uoc nhung cung oke,0,0,0,0,0,0,0,0,1
chất_lượng sản_phẩm ok shop giao hàng nhanh_chóng sp ổn_áp,0,0,0,1,0,0,0,0,0
máy đẹp shop cầm sản_phẩm bề_ngoài máy mới_tinh test ứng_dụng hoạt_động ổn_định màu_sắc rực_rỡ cảm_ứng lướt êm_ái camera chụp ảnh nét hài_lòng sản_phẩm shop giao hàng uy_tín đúng hẹn chất_lượng đúng như quảng_cáo 5,1,1,1,1,0,0,0,0,0
oki 1 tốt ủng_hộ shop,0,0,0,0,0,0,0,0,1
hàng gói cẩn_thận máy đẹp hài_lòng giá 5 dao tuần k hy_vọng ổn,0,1,0,1,0,0,0,0,0
rẻ ngon pin 80 % chạy mượt ngoại_hình kèm sạc nhanh 18w antutu hàng hãng update android 8 mượt ủng_hộ shop,0,1,1,0,1,1,0,1,0
sản_phẩm nguyên kiện tiền,0,0,0,0,0,1,0,1,0
hàng chuẩn yên_tâm 💯,0,0,0,0,0,0,0,0,0
may rat moi su dung tot nhung phai trang bi them cu sac nhanh se_ung ho shop lan,0,0,0,0,0,0,0,0,0
sản_phẩm cũ_kĩ giá tiền không hợp_lí,0,1,0,0,1,0,1,0,0
sản_phẩm tốt chất_lượng đúng như shop quảng_bá chức_năng hoạt_động tốt ổn_định màu_sắc rực_rỡ cảm_ứng nhạy lướt êm_ái pin vừa_ý hài_lòng sản_phẩm chị_em an_tâm sản_phẩm shop,1,0,1,0,0,0,0,0,0
nguyên niêm_phong nguyên tem kích_hoạt bảo_hành điện_tử hàng cực bọc vô_cùng chắn đặt_hàng shop liên_hệ nhắn lưu_ý rỏ đồng_ý shop mal 7 test máy dịp mua không khuyến_mãi không ?,0,1,0,1,0,1,1,0,0
đt cơ_bản to kinh nhẹ hợp đt phụ,0,0,0,0,0,0,0,0,1
máy tương_đối ưng_ý,0,1,0,0,0,0,0,0,0
máy_ngon nguyên áp không một vết xước giao hàng siêu nhanh shop phục_vụ siêu tốt màu trắng màu vàng cố_gắng giao màu ok máy pik chất_lượng,0,1,0,1,0,0,1,0,0
giá sản_phẩm tốt ngoại_hình thiết_kế đẹp màn_hình đẹp hiển_thị sắc nét câú hình mạnh giá tiền game mượt không giật lag âm_thanh chụp hình đẹp shop rep nhắn nhanh nhiệt_tình tóm giá ổn ủng_hộ shop đơn hàng 5s,1,1,1,0,1,0,1,0,0
đóng_gói kỹ hàng nguyên seal hàng hãng oke lắm,0,0,0,1,0,1,0,0,0
cảm_ứng không mượt bấm không nhảy lung_tung đổi hàng shop không trả_lời chất_lượng sản_phẩm tệ,1,0,0,0,0,0,1,0,0
loa nghe 8 / 10 keo hở tí không trầy xướt tốt,0,0,0,0,0,0,0,1,1
1 tuần shop không chê máy hình_thức đẹp trầy_xước ít như mạng ap rác ( tải tool mạng xoá ) chip snap 820 nóng nhanh xung lag mua máy phụ nghe gọi nhẹ_nhàng đc,0,1,1,0,0,0,1,0,0
shop giao hàng hãng nguyên niêm_phong cộng đúng màu 1 chất_lượng 😊,0,0,0,1,0,1,0,0,0
shop làm_ăn như lol mua máy giao máy 😡 làm_ăn bất_uy_tín,0,0,0,0,0,0,1,0,0
hàng shop giao hàng nhanh máy tốt ưng lắm ng,0,0,0,1,0,0,0,0,0
sản_phẩm tốt shop phục_vụ chu_đáo giao hàng nhanh mẹ không ảnh sản_phẩm,0,0,0,1,0,0,1,0,0
đẹp shop sản_phẩm_chất_lượng đúng như quảng_cáo chức_năng cơ_bản ổn_định màn_hình đẹp cảm_ứng nhạy lướt êm_ái cấu_hình mạnh_mẽ đồng_tiền giới_thiệu bạn_bè người_thân ủng_hộ shop,1,1,1,0,0,0,0,0,0
good không_thể chê nhanh_nhạy mượt_mà pin trâu,1,0,1,0,0,0,0,0,0
máy tốt shop uy_tín ae pin sạt đầy_đủ,0,0,0,0,0,0,1,1,0
hàng ngon tuột pin nhanh ko,1,0,0,0,0,0,0,0,0
đầu mua vsmart chưa đầy_đủ phụ_kiện tầm giá ổn,0,0,0,0,1,0,0,1,0
túi chống sốc dày_dặn đẹp ! mặc_dù shop giao hàng đi chất_lượng túi chống sốc hài_lòng,0,0,0,0,0,0,0,1,1
shop giao hàng chuẩn máy đẹp hoàn_thiện chi_tiết cấu_hình mạnh_mẽ màn_hình cảm_ứng nhạy màu_sắc rực_rỡ shop uy_tín nhiệt_tình khách_hàng chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm giới_thiệu bạn_bè người_thân ủng_hộ shop,1,1,0,0,0,1,1,0,0
giao hàng nhanh đóng_gói cẩn_thận hàng nhanh đóng_gói cẩn_thận chắc_chắn,0,0,0,1,0,0,0,0,0
máy_đẹp đóng_gói cẩn_thận 1 chata,0,1,0,1,0,0,0,0,0
chút pin trâu mát shop giao hàng nhanh tầm giá 3tr tạm ổn màn chưa như mong_đợi,1,0,0,1,0,0,0,0,0
shop nhiệt_tình máy hình_thức đẹp ưng ! hà_nội nowship 1 tiếng máy,0,1,0,1,0,0,1,0,0
hình_thức máy tương_đối đẹp đóng_gói cẩn_thận đầy_đủ phụ_kiện như mô_tả shop 5,0,1,0,1,0,0,0,1,0
đúng sản_phẩm,0,0,0,0,0,0,0,0,1
đóng_gói giao hàng phẩm oke tróc sơn nhẹ chỗ cổng sạc shop đền_bù 1 tai_nghe xiaomi nhiệt_tình nhanh máy ổn không lỗi trừ chỗ tróc sơn hơi buồn một xí,0,1,0,1,0,0,1,1,0
ổn_áp tầm giá,0,0,0,0,0,0,0,0,1
hàng hãng giao cực nhanh,0,0,0,1,0,1,0,0,0
tuyệt_vời máy đẹp shop giao hàng đúng như quảng_cáo chức_năng ổn_định ứng_dụng chạy mượt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ đẹp mạng lướt web phim đều oke shop tận_tình hướng_dẫn nhân_viên phục_vụ chuyên_nghiệp hài an_tâm sử,1,1,1,0,0,0,1,0,0
hài_lòng chất_lượng sản_phẩm máy đẹp lắm shop giao hàng nhanh test chức_năng ổn_định màn_hình đẹp màu_sắc rực_rỡ cảm_ứng lướt êm mượt cấu_hình mạnh mạng lướt web phim liên_minh sướng đồng_tiền giới_thiệu,1,1,1,1,0,0,0,0,0
máy đẹp hãng chưa active tốt tầm giá mua shop giao hàng,0,1,0,1,0,1,0,0,0
đúng như sohp,0,0,0,0,0,0,0,0,1
máy đẹp oke ♥ ♥ ♥ áp_suất tét chống ngâm thoai mái độ phân_giải 2k pin video lướt fb 1,0,1,0,0,0,0,0,0,0
máy_mượt phiếu bảo_hành rõ_ràng trôi bh hãng giá tốt góp_ý shop xíu tem niêm_phong in shop niêm_phong gói hàng yên_tâm mua hàng điện_tử shop đều niêm_phong tem shop gói hàng shop keo dán hơi ớn,0,1,1,0,1,0,0,0,0
camera mờ màn đóm trắng,1,0,0,0,0,0,0,0,0
10 máy tiền phục_vụ chu_đáo cảm_giác nợ shop,0,0,0,0,0,0,1,0,0
may dung on dung hoi mau het ben ngoai nhin moi nhung shop giao minh cai sac kem,1,0,1,0,0,0,0,0,0
5 tốc_độ trả_lời shop cực_kỳ nhanh 4 - 5 tiếng 😅 hàng ổn,0,0,0,0,0,0,1,0,0
điện_thoại chạy mượt máy hơi xước màn_hình một_tí pin hơi cũ tuột nhanh,1,1,1,0,0,0,0,0,0
dien thoai nguyen sesl moi dep musflt tru,0,1,0,0,0,1,0,0,0
test ok máy_móc ổn_định shop phục_vụ nhiệt_tình chất_lượng máy chê máy cứng_cáp chắc_chắn ổn_định tầm giá giao hàng chậm dự_kiến 1 không giao hàng dự_kiến shop uy_tín giao hàng đúng quảng_cáo,0,1,0,1,0,0,1,0,0
hàng đủ pin sạc chưa thử không chất_lượng ntn giao hàng nhanh shop 5,0,0,0,1,0,0,0,1,0
sp đẹp lắm chúc shop ohats màu đen giao màu trắng màu trắng đẹp lém,0,1,0,0,0,0,1,0,0
đẹp sản_phẩm đồng_tiền shop giao hàng chất_lượng tốt đúng như quảng_cáo test chức_năng cơ_bản ổn_định màu_sắc rực_rỡ cảm_ứng nhạy hài_lòng chất_lượng ủng_hộ shop,1,1,1,1,0,0,0,0,0
giao hàng nhanh shop gọi điện tư_vấn nhiệt cũ 1 2 vết xước không trông ơn shop ❤ ️,0,1,0,1,0,0,1,0,0
vọc máy 1 tí máy nóng nóng lưng pin nhanh hình_thức ổn,0,1,1,0,0,0,0,0,0
pin kém hình_thức xấu,1,1,0,0,0,0,0,0,0
hàng hãng shop nhiệt_tình chu_đáo cực_kì hài_lòng,0,0,0,0,0,1,1,0,0
vui shop giao hàng đẹp chất_lượng tốt giá hợp_lý máy hoạt_động ổn_định pin chức_năng cơ_bản như nghe gọi chụp hình đẹp lướt web mượt cảm_ứng nhạy hoàn_thiện đồng_tiền shop làm_ăn uy_tín giao hàng đúng hẹn sản_phẩm đúng,1,1,1,1,1,0,1,0,0
máy cảm_ứng mượt spen thao_tác ổn an_tâm keo bám khe cạnh máy xuất_xứ sản_phẩm china spen,0,1,1,0,0,0,0,1,0
máy đẹp lắm mua online kết_quả shop tâm như hài_lòng sản_phẩm như mô_tả máy cực đẹp bóng bảy màn_hình sống_động sắc nét hài_lòng tặng shop 5 mong 5 như shop,1,1,0,0,0,0,1,0,0
máy mới_tinh không 1 vết xước 2 mua shop ngon antutu phết ^ tiếc giao hàng hơi chậm,0,1,0,1,0,0,0,0,0
shop uy_tín chất_lượng sản_phẩm hoàn_hảo đẹp cấu_hình mạnh_mẽ lướt web game mượt_mà màn_hình cảm_ứng nhạy màu_sắc siêu đẹp hài_lòng vừa_ý sản_phẩm phong_cách phục_vụ shop 5,1,1,1,0,0,0,1,0,0
check 3utool pin màn thay_thế sửa_chữa ổn tầm giá,1,0,0,0,0,0,0,0,0
máy tốt chất_lượng đúng như quảng_cáo shop nhiệt_tình tu vấn chuyên_nghiệp hài_lòng sản_phẩm phong_cách phục_vụ shop,0,0,0,0,0,0,1,0,0
giao hàng nhanh ! shop nhiệt_tình,0,0,0,1,0,0,1,0,0
hàng như hình !,0,0,0,0,0,0,0,0,0
sản_phẩm mô_tả shop giao hàng nhanh_chóng chất_lượng dịch_vụ tốt,0,0,0,1,0,0,1,0,0
shop dễ_thương uy_tín hàng chất_lượng chuẩn test đúng hàng hãng chi tự_tin mua hàng shop 5 *,0,0,0,0,0,1,1,0,0
mua 2 hài_lòng shop máy_đẹp,0,1,0,0,0,0,0,0,0
shop giao hàng vận_chuyển cực nhanh đóng_gói sản_phẩm tốt chất_lượng sản_phẩm tốt giá tiền,0,0,0,1,0,0,0,0,0
đúng như shop quảng_bá sản_phẩm đẹp chất_lượng không chê hoàn_thiện shop uy_tín giao hàng đúng hẹn sản_phẩm đúng hàng hãng hài_lòng vừa_ý an_tâm sản_phẩm shop shopee shop 5,0,1,0,1,0,1,1,0,0
sim ghép không dc đề_nghị shop đổi sim,0,0,0,0,0,0,0,1,0
máy_đẹp nguyên niêm_phong mượt_mà mua giá rẻ cám_ơn shop,0,1,1,0,1,1,0,0,0
mua hàng online mấy shop tin_tưởng shop uy_tín ủng_hộ shop shop giao hàng chuẩn không chê tặng shop 10,0,0,0,0,0,1,1,0,0
ok : ),0,0,0,0,0,0,0,0,0
may dep nen mua,0,1,0,0,0,0,0,0,0
đt hiệu_năng ổn nhân_viên tư_vấn nhiệt_tình,0,0,1,0,0,0,1,0,0
shop giao đúng hạn chủ shop lịch_sự nguyên hộp nguyên niêm_phong đầy_đủ mùi máy thơm chất_lượng tốt mua đợt flash sale 4m4 đồng_tiền bát gạo ý_định mua sản_phẩm ủng_hộ shop !,0,1,0,1,0,1,1,0,0
không mua giao sản_phẩm lỗi khiếu_nại shope mất chờ_đợi từ_chối shope bảo_vệ mua sản_phẩm lỗi chia_tay shope,0,0,0,0,0,0,1,0,0
giao hàng nhanh đóng_gói chắc_chắn an_toàn máy đẹp không tì_vết đẹp mượt ok ngoại_trừ giá hợp_lý shop chuyên_nghiệp chủ shop hàng tâm tư_vấn nhiệt_tình,0,1,0,1,1,0,1,0,0
mua 2 mới_đầu oke,0,0,0,0,0,0,0,0,1
thanks shop sản_phẩm tốt mong_đợi,0,0,0,0,0,0,0,0,1
máy chạy chậm lag vỏ xước,0,1,1,0,0,0,0,0,0
sản_phẩm tốt 5 chìu,0,0,0,0,0,0,0,0,1
shop rút kinh_nghiệm phân_biệt đơn grab bt bù đóng_gói hàng tốt tư_vấn nhiệt_tình giá êm thị_trường nhân_viên tư_vấn nhẹ_nhàng mua,0,0,0,1,1,0,1,0,0
đầu đặt_hàng mạng hơi lo_lắng 1 chút sợ shop giao hàng không quảng_cáo gói hàng shop hài_lòng máy đẹp chuẩn hãng,0,1,0,0,0,1,0,0,0
hàng hãng shop tư_vấn kỹ khách_hàng chúc shop phát_đạt,0,0,0,0,0,1,1,0,0
máy đẹp ngon chức_năng hoạt_động ổn_định shop giao hàng nhanh nhân_viên tư_vấn nhiệt_tình an_tâm sản_phẩm shop,1,1,0,1,0,0,1,0,0
đập_hộp ! shop đóng_gói cẩn_thận tặng kèm hẳn 2 miếng cường_lực ! chưa tviet ! đợi 7 tnao ! hài_lòng,0,0,0,1,0,0,0,1,0
điện_thoại 3 chết nt shop bảo bấm hàng rùi không_thể đổi hãng bảo_hành mất 200k chán,1,0,0,0,0,0,1,0,0
điện_thoại sony xperia z5 thiết_kế trừ hoàn_thiện sản_phẩm cực tốt màn_hình hiển_thị mịn màu_sắc_đẹp nghe nhạc camera chụp hình đẹp nhân_viên hàng vui_vẻ nhiệt_tình game đỉnh_cao,1,0,1,0,0,0,1,0,0
máy oke,0,0,0,0,0,0,0,0,1
hàng tốt ổn mặt lưng bong nắp shop ổn,0,1,0,0,0,0,0,0,0
shop uy_tín giao hàng đúng hẹn máy chất_lượng đúng quảng_cáo phong_cách làm_việc chuyên_nghiệp máy đẹp chức_năng chạy mạnh màu_sắc màn_hình hài_lòng ủng_hộ shop một,1,1,0,1,0,0,1,0,0
hàng hịn hò hợp giá tiền đóng_gói chắc_chắn shop nhiệt_tình chi tốt_bụng ae mua hàng an_tâm,0,0,0,1,0,0,1,0,0
mua hàng shop shope mal tin_tưởng nha 👍 🏻 👍 🏻 hàng đẹp giá tiền nha,0,1,0,0,0,0,0,0,0
máy đẹp keeng hộp bọc kỹ giao hàng nhanh không chê chỗ,0,1,0,1,0,0,0,0,0
ưng ủng_hộ,0,0,0,0,0,0,0,0,1
hàng nguyên niêm_phong kích_hoạt bảo_hành 23 / 9 hoạt_động tốt,0,0,0,0,0,1,0,0,0
máy đẹp ngon chức_năng hoạt_động ổn_định shop giao hàng nhanh nhân_viên tư_vấn nhiệt_tình an_tâm sản_phẩm shop,0,1,1,1,0,0,1,0,0
sản_phẩm điện_thoại tốt miếng dán cường_lực 30k đểu hơi phí mua,0,0,0,0,0,0,0,1,1
đóng_gói cẩn đẹp nguyên 👍,0,1,1,1,0,1,0,0,0
giá rẻ điện_thoại tốt 2 mua hàng shop tổng_mua 3c điện_thoại ủng_hộ,0,0,0,0,1,0,0,0,0
cấu_hình mạnh game không lag mua ổn mua người_thân mấy shop,1,0,1,0,0,0,0,0,0
sản_phẩm đúng như mô_hình đẹp màn đẹp pin ổn chưa ổn phụ_kiện shop cùi máy oke,1,1,0,0,0,0,0,1,0
nút home vẻ hơi trục_trặc đều ok máy đẹp chủ shop tư_vấn nhiệt_tình,1,1,0,0,0,0,1,0,0
đẹp docomo,0,1,0,0,0,0,0,0,0
sản_phẩm oke lắm giao_hàng,0,0,0,1,0,0,0,0,0
đồng_tiền bát gạo sản_phẩm chuẩn cấu_hình mạnh_mẽ ứng_dụng hoạt_động ổn_định màn_hình cảm_ứng lướt êm màu đẹp màu_sắc rực_rỡ pin trâu_bò hoàn_thiện shop uy_tín hàng hãng giao hàng đúng hẹn hài_lòng vừa_ý,1,0,1,1,0,1,1,0,0
mua redmi note 3 ngon giao redmi 3 tức kh ? mua hàng lưu_ý shop mua_bán gian_dối tích đức xíu đi shop !,0,0,0,0,0,0,1,0,0
đồng_tiền bát gạo shop phục_vụ nhiệt_tình giao hàng nhanh đúng hẹn chất_lượng tốt máy đẹp chức_năng cơ_bản chạy ổn_định cảm_ứng màn_hình đẹp màu_sắc rực_rỡ như mong_đợi máy đầm hài_lòng lắm shop shop,1,1,1,1,0,0,1,0,0
giao hàng nhanh máy ok ủng_hộ shop tiếp,0,0,0,1,0,0,0,0,0
đúng chuẩn shop giao hàng đúng quảng_cáo chất_lượng tốt test ứng_dụng chạy mượt lắm pin trâu_bò cảm_ứng lướt êm hình sắt nét shop nhiệt_tình tận_tâm khách_hàng chế_độ hậu_mãi rõ_ràng giới_thiệu bạn_bè người_thân ủng_hộ shop,1,0,1,0,0,0,1,0,0
máy ổn hình_như máy thay vỏ áp pin chai chấp_nhận kính cường_lực vỡ châpd màn vuốt 2.5 d shop dán 2d : v mua mã test máy,1,0,0,0,0,0,1,0,0
shop giao hàng siêu nhanh đóng_gói sản_phẩm điện_thoại oke lắm,0,0,0,1,0,0,0,0,0
shop nhiệt_tình giao hàng nhanh phân_loại đúng giá ok hài_lòng,0,0,0,1,1,0,1,0,0
hàng đợt giao hàng thùng giấy mong_manh hàng điện_tử hộp mỏng mặc_dù lót mốp hài_lòng,0,1,0,1,0,0,0,0,0
mua sản_phẩm 2 chất_lượng tầm giá lướt web youtube nhẹ_nhàng máy mượt,0,0,1,0,0,0,0,0,0
sản_phẩm nhẹ tự_động đóng ipad tốt !,0,0,0,0,0,0,0,0,0
sản_phẩm ngon tuyệt,0,0,0,0,0,0,0,0,0
điện thoại tạm pin không trâu lắm,1,0,0,0,0,0,0,0,0
pin hơi yếu,1,0,0,0,0,0,0,0,0
kỹ_thuật_viên phục_vụ nhiệt_tình chu_đáo hiện binh,0,0,0,0,0,0,1,0,0
máy đẹp hoàn_thiện tốt cấu_hình mạnh_mẽ pin trâu cảm_ứng mượt_mà lướt êm_ái màu_sắc rực_rỡ như mong_đợi hài_lòng sản_phẩm shop phục_vụ nhiệt_tình giao hàng đúng hẹn chất_lượng đúng như quảng_bá an_tâm sản_phẩm shop,1,1,1,1,0,0,1,0,0
máy_đẹp xuất_sắc chủ nhiệt_tình,0,1,0,0,0,0,1,0,0
máy_đẹp cấu_hình mạnh game lướt web đều mượt shop giao hàng đúng như quảng_cáo giới_thiệu người_thân bạn_bè ủng_hộ shop ... chi mua hàng shop 5 *,1,1,1,0,0,0,0,0,0
sản_phẩm chuẩn đúng hàng hãng shop giao hàng nhanh đúng quảng_cáo chất_lượng tốt máy đẹp máy 2 hài_lòng chức_năng ổn_định pin trâu_bò sạc nhanh màn_hình cảm_ứng nhạy shop hài_lòng sản_phẩm 5,1,1,0,1,0,1,0,0,0
hàng nguyên tem hảng mới_tinh điện_thoại kích_hoạt bảo_hành hài_lòng chủ shop đóng hàng đẹp cẩn_thận shop,0,0,0,1,0,1,0,0,0
mua máy shop đều ổn chất_lượng hoàn_hảo không phàn_nàn shop chu_đáo làm_việc shop nhanh gọn lẹ uy_tín chúc shop đắt hàng,0,0,0,0,0,0,0,0,0
đóng_gói chắc_chắn shop tư_vấn nhiệt_tình thân máy xước máy chạy tốt,0,1,1,1,0,0,1,0,0
chất_lượng tốt tính_năng ấn_tượng cạnh vẻ sang_trọng cao_cấp chiến game ổn lắm hài_lòng,0,1,1,0,0,0,0,0,0
ổn mượt_mà giá mềm tốt đúng màu đúng mẫu đủ sạc tai_nghe máy oke giao hàng hơi không shop đủ quảng_cáo đúng sự_thật,0,0,1,1,1,0,1,1,0
sản_phẩm hình,0,0,0,0,0,0,0,0,1
đúng như anh_em giới_thiệu shop giao hàng ok máy đẹp màn_hình màu_sắc rực_rỡ cảm_ứng êm_ái ứng_dụng hoạt_động chuẩn camera sắt nét loa lớn âm_thanh nghe rõ_ràng mạng lướt web game không chê hài_lòng lắm,1,1,1,1,0,0,0,0,0
máy màn ám vàng shop đổi hàng nguyên seal chất_lượng 1,0,0,0,0,0,1,1,0,0
giao hàng hơi chậm,0,0,0,1,0,0,0,0,0
sản_phẩm tốt shop nhiệt_tình,0,0,0,0,0,0,1,0,0
san pham dep khong tray xuoc moi hinh rox net chien game uy,1,1,1,0,0,0,1,0,0
máy đẹp chức_năng hoàn_thiện màn_hình cảm_ứng nhạy màu_sắc rực_rỡ đồng_tiền shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo shop 5,1,1,0,1,0,0,1,0,0
nguyên 5s shop,0,1,0,0,0,0,0,0,0
chất_lượng tốt máy đẹp lắm đúng như shop quảng_cáo chức_năng cơ_bản hoạt_động tốt màu_sắc_đẹp cảm_ứng nhạy cấu_hình mạnh_mẽ công_nhận shop làm_ăn uy_tín hài_lòng vừa_ý nha an_tâm sản_phẩm shop duyệt 5 shop,1,1,0,0,0,0,1,0,0
hàng chất_lượng cao_giá_cả hợp_lý giao hàng nhanh_chóng tận_tình chu_đáo,0,0,0,1,1,0,1,0,0
máy đẹp ủng_hộ tiếp,0,1,0,0,0,0,0,0,0
hình_ảnh ok chưa như hi_vọng tốt,0,1,0,0,0,0,0,0,0
pin trâu sạc chụp đẹp nét wifi ổn_định mạng lướt web phim game oke,1,0,1,0,0,0,0,0,0
máy đẹp pin 100 % shop uy_tín 5 *,1,1,0,0,0,0,1,0,0
đặt_hàng cài rom xong shop nhiệt_tình giá_cả hợp_lý chúc shop phát_triển nhe !,0,0,0,0,1,0,1,0,0
shop uy_tín giao hàng đúng hẹn sản_phẩm_chất_lượng tốt test ứng_dụng chạy êm pin hình sắt nét vừa_ý shop giao hàng đúng như quảng_cáo ủng_hộ shop đơn hàng 👍,1,0,1,1,0,0,1,0,0
mua bữa đầu xong hôm không giúp 😭,0,0,0,0,0,0,0,0,1
